,url
24,https://amp.theguardian.com/world/2022/jul/29/losing-faith-in-bishops-over-lgbtq-rights-and-their-lack-of-empathy
25,https://amp.theguardian.com/film/2022/jul/22/protest-march-called-in-belfast-after-deaths-of-14-homeless-people
26,https://amp.theguardian.com/global-development/2022/aug/12/bamboo-bicycle-gabon-woman-teacher-bike-maker
27,https://www.vice.com/en/article/xgyyyq/government-highways-in-poor-minority-neighborhoods-more-likely-to-be-potholed-messes
28,https://www.theonion.com/americans-explain-why-they-support-the-death-penalty-1849407460
29,https://www.aljazeera.com/gallery/2022/7/25/photos-despair-and-poverty-fuel-drug-use-in-afghanistan
30,https://www.bbc.co.uk/news/world-africa-62394406
31,https://www.businessinsider.com/ex-prosecutor-says-mark-meadows-will-snitch-on-donald-trump-2022-8
32,https://www.businessinsider.com/walmart-inflation-upper-middle-class-shoppers-save-money-2022-8
33,https://www.businessinsider.com/stocks-real-estate-investments-billionaires-racial-wealth-gap-wall-street-2022-8
34,https://amp.theguardian.com/society/2022/jul/22/liverpool-food-banks-confront-rising-hunger
35,https://www.cp24.com/news/ontario-doctors-advise-vaccine-catch-up-ahead-of-fall-flu-covid-19-season-1.6031004
36,https://www.aljazeera.com/economy/2022/7/22/ex-president-mbeki-rebukes-ramaphosa-predicts-sas-arab-spring
37,https://www.aljazeera.com/news/2022/7/24/several-haitian-refugees-killed-as-boat-capsizes-off-bahamas
38,https://www.nytimes.com/interactive/2022/08/01/upshot/rich-poor-friendships.html
39,https://amp.theguardian.com/commentisfree/2022/jul/28/care-autistic-children-job-work-benefits
40,https://www.nytimes.com/2022/08/04/arts/design/lgbt-museums-queer-britain.html
41,https://amp.theguardian.com/tv-and-radio/2022/aug/11/paul-and-michael-clarkson-interview-red-rose-bolton-horror-bbc-three
42,https://www.bloomberg.com/news/articles/2022-07-22/the-breakfast-index-shows-prices-soaring-for-uk-consumers
43,https://www.reuters.com/article/us-iraq-politics-standoff-explainer-idUSKBN2P607A
44,https://www.reuters.com/world/middle-east/crisis-iraq-tests-its-stability-irans-sway-2022-08-02/
45,https://www.reuters.com/world/asia-pacific/nepali-womans-quest-learn-takes-her-back-school-with-son-2022-08-17/
46,https://www.reuters.com/world/middle-east/whats-driving-power-struggle-iraq-2022-07-31/
47,https://www.reuters.com/world/americas/causes-consequences-amazon-fires-deforestation-2022-08-10/
48,https://www.businessinsider.com/personal-finance/what-is-impact-investing
49,https://slate.com/news-and-politics/2022/08/out-of-state-abortion-data-roe.html
50,https://phys.org/news/2022-08-reveals-shameful-extent-child-poverty.html
51,https://www.fastcompany.com/90776435/to-build-sustainable-cities-involve-those-who-live-in-them
52,https://www.cnn.com/2022/07/22/middleeast/grain-shortage-mideast-africa-mime-intl-cmd/index.html
53,https://www.cnn.com/2022/08/09/americas/haiti-gang-violence-npw-intl-latam/index.html
54,https://amp.theguardian.com/commentisfree/2022/jul/29/sam-tarry-rail-workers-are-covid-heroes-im-proud-to-be-on-the-picket-line-with-them
55,https://amp.theguardian.com/business/2022/aug/06/bp-social-media-influence-ads-labour-windfall-tax
56,https://amp.theguardian.com/world/2022/aug/15/colombia-pacific-coast-vote-gustavo-petro-francia-marquez-expectations
57,https://amp.theguardian.com/lifeandstyle/2022/aug/15/a-new-start-after-60-i-became-a-security-guard-at-66-am-i-ever-scared-no
58,https://amp.theguardian.com/commentisfree/2022/aug/18/there-is-very-little-to-celebrate-about-these-a-level-results-inequalities-just-got-worse
59,https://amp.theguardian.com/business/ng-interactive/2022/aug/01/how-much-could-insulating-britain-save-the-average-home
60,https://amp.theguardian.com/business/2022/aug/02/whats-my-future-millennials-and-gen-z-grapple-with-cost-of-living-crisis
61,https://amp.theguardian.com/business/2022/aug/02/why-do-uk-banks-seem-so-optimistic-despite-the-cost-of-living-crisis
62,https://amp.theguardian.com/commentisfree/2022/aug/10/joe-biden-green-economy-us-britain-inflation-reduction-act
63,https://amp.theguardian.com/commentisfree/2022/aug/10/brexit-shredder-headless-actors-rishi-sunak-dreadful-campaign-videos
64,https://amp.theguardian.com/business/2022/aug/09/the-governments-got-to-get-its-hand-in-its-pocket-darlington-speaks-out-on-the-cost-of-living-crisis
65,https://amp.theguardian.com/politics/2022/aug/08/ed-davey-calls-for-energy-furlough-scheme-to-avoid-october-price-cap-rise
66,https://amp.theguardian.com/stage/2022/aug/14/burn-kings-theatre-edinburgh-review-alan-cumming-robert-burns-ballet-freedom-ukraine-pleasance-at-eicc
67,https://amp.theguardian.com/global-development/2022/aug/19/we-fled-the-taliban-one-year-later-new-home-and-hope-afghan-journalist
68,https://amp.theguardian.com/commentisfree/2022/aug/20/dont-rage-against-an-entire-festival-over-zach-de-la-rocha-no-show
69,https://amp.theguardian.com/global-development/2022/aug/21/sierra-leone-protests-inflation-cost-of-living
70,https://amp.theguardian.com/business/2022/jul/26/energy-bills-will-plunge-millions-into-unmanageable-debt-warn-mps-ofgem
71,https://amp.theguardian.com/money/2022/jul/29/energy-bills-support-scheme-who-is-eligible-and-when-will-it-be-paid
72,https://amp.theguardian.com/business/2022/aug/02/big-oil-profits-energy-bills-windfall-tax
73,https://amp.theguardian.com/uk-news/2022/jul/28/scottish-government-under-pressure-as-drug-deaths-fell-by-just-nine-in-2021
74,https://amp.theguardian.com/business/2022/aug/09/government-needs-a-big-bang-solution-or-faces-consequences-of-rising-energy-bills
75,https://amp.theguardian.com/society/2022/aug/10/dadabhai-naoroji-blue-plaque-bromley-home-uk-indian-mp
76,https://amp.theguardian.com/money/2022/aug/11/what-are-options-for-managing-skyrocketing-energy-bills-this-winter-dont-pay-uk
77,https://amp.theguardian.com/commentisfree/2022/aug/09/single-parents-pressures-stigma-children
78,https://amp.theguardian.com/tv-and-radio/2022/aug/15/red-rose-review-a-sinister-app-wreaks-havoc-on-the-lives-of-teenagers
79,https://amp.theguardian.com/us-news/2022/aug/04/dallas-school-system-white-flight
80,https://www.npr.org/2022/07/30/1114706847/kentucky-flood-deaths
81,https://www.npr.org/2022/08/17/1117725655/the-spending-bill-will-cut-emissions-but-marginalized-groups-feel-they-were-sold
82,https://www.businessinsider.com/kirkland-ellis-big-law-salaries-people-corporate-law-2022-8
83,https://www.entrepreneur.com/article/430502
84,https://www.businessinsider.com/doug-mastriano-endorses-wendy-rogers-in-arizona-state-senate-race-2022-7
85,https://www.businessinsider.com/at-least-25-people-dead-after-kentucky-devastating-flash-flooding-2022-7
86,https://www.businessinsider.com/personal-finance/federal-student-loans-debt-strike-zero-monthly-payment-2022-8
87,https://www.entrepreneur.com/article/427690
88,https://phys.org/news/2022-08-uk-households-fuel-poverty-year.html
89,https://time.com/6206091/india-independence-75th-anniversary/
90,https://time.com/6203179/chemical-in-medical-device-cleanser-poses-cancer-risk-epa-says/
91,https://www.theguardian.com/us-news/live/2022/aug/04/senate-sinema-climate-inflation-reduction-biden-democrats
92,https://globalnews.ca/news/9024496/kentucky-flooding-appalachia-storm/
93,https://www.cp24.com/news/pandemic-benefits-were-too-generous-with-businesses-stringent-with-workers-experts-1.6016901
94,https://phys.org/news/2022-07-social-demographic-sub-saharan-africa.html
95,https://www.reuters.com/world/middle-east/some-gaza-children-another-round-violence-reopens-trauma-2022-08-18/
96,https://www.theonion.com/report-not-protecting-children-very-well-saved-u-s-5-1849349154
97,https://phys.org/news/2022-07-wealth-inequality-australia-rapid-house.html
98,https://amp.theguardian.com/tv-and-radio/2022/jul/28/bernard-cribbins-obituary
99,https://www.wsj.com/articles/the-unclear-future-for-gifted-and-talented-education-11660144014
