,url
78,https://boingboing.net/2022/07/10/prince-harry-rats-out-his-dad-and-mike-pences-revenge-in-this-weeks-dubious-tabloids.html
79,https://www.thedailybeast.com/miami-is-tearing-itself-apart-over-bonkers-plan-to-move-homeless-to-hurricane-prone-island-virginia-key
80,https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DB4v-3ROADKo
81,https://www.independent.co.uk/space/mysterious-flashes-grb-galaxies-b2131629.html
82,https://deadline.com/2022/07/bill-nighy-kaley-cuoco-role-play-1235063230/
83,https://www.chattanoogan.com/2022/7/21/452816/Homelessness-And-Its-Effects-On-Local.aspx
84,https://news.yahoo.com/house-defunds-va-hospital-closure-143803290.html
85,https://screenrant.com/gaming-pc-toilet-build-youtuber-basically-homeless/
86,https://nypost.com/2022/07/13/san-jose-homeless-bunker-filled-with-stolen-loot-and-guns/
87,https://www.nytimes.com/2022/07/28/climate/britain-heat-wave-climate-change.html
88,https://www.nytimes.com/2022/07/13/opinion/letters/book-bans-librarians.html
89,https://www.independent.co.uk/news/uk/households-england-charities-more-shelter-b2133401.html
90,https://www.independent.co.uk/news/langley-ap-canada-british-columbia-royal-canadian-mounted-police-b2130799.html
91,https://thenextweb.com/news/how-to-develop-a-career-ethical-hacker
92,https://www.complex.com/life/woman-sentenced-to-prison-over-gofundme-scam-fake-story-homeless-man
93,https://nypost.com/2022/07/30/grocery-heir-eli-zabar-tries-to-stall-homeless-shelter/
94,https://www.complex.com/pop-culture/joe-rogan-shoot-the-homeless-remark-the-joe-rogan-experience-podcast
95,https://www.eurogamer.net/playstation-console-exclusive-stray-getting-limited-edition-160-cat-carrier
96,https://www.latimes.com/california/story/2022-07-13/hollywood-finest-los-angeles-homeless-case-manager-leslie
97,https://www.latimes.com/california/story/2022-07-20/jury-awards-2-million-to-family-of-homeless-man-shot-and-killed-by-lapd
98,https://www.latimes.com/california/story/2022-07-25/ehv-story-sidebar
99,https://www.latimes.com/california/story/2022-07-25/emergency-housing-vouchers-story
