,url
34,https://goodmorningamerica.com/news/story/instagram-eating-disorders-depression-young-girls-lawsuits-claim-87418473
35,https://lifehacker.com/the-first-things-you-need-to-buy-after-moving-into-your-1849157065
36,https://www.nytimes.com/live/2022/07/18/us/parkland-trial-school-shooting
37,https://www.mentalfloss.com/posts/mental-floss-curious-viewer-calendar-2023
38,https://www.businessinsider.com/american-airlines-travel-chaos-left-hot-plane-sobbing-2022-7
39,https://www.entrepreneur.com/article/432002
40,https://www.reuters.com/world/us/july-4-parade-shooting-suspect-slipped-past-illinois-red-flag-safeguards-2022-07-06/
41,https://www.reuters.com/lifestyle/sports/brazils-new-generation-will-ease-pressure-neymar-says-coach-tite-2022-07-24/
42,https://www.reuters.com/world/uk/uk-court-says-newspaper-story-about-prince-harry-was-defamatory-2022-07-08/
43,https://www.reuters.com/business/healthcare-pharmaceuticals/australia-battles-fresh-omicron-outbreak-covid-deaths-rise-2022-07-21/
44,https://www.reuters.com/world/europe/steamy-nights-european-heatwave-worsen-health-fire-risks-experts-2022-07-19/
45,https://www.reuters.com/lifestyle/sports/italian-musetti-defies-odds-lift-maiden-title-hamburg-2022-07-25/
46,https://www.reuters.com/legal/transactional/youtube-settles-moderators-case-over-graphic-videos-43-mln-2022-07-13/
47,https://www.reuters.com/lifestyle/sports/changing-coaches-every-year-was-difficult-pogba-why-man-united-move-failed-2022-07-12/
48,https://www.reuters.com/world/us/texas-newspaper-posts-video-police-responding-uvalde-shooting-2022-07-12/
49,https://www.reuters.com/world/europe/russian-lawmakers-propose-extending-gay-propaganda-law-all-adults-2022-07-11/
50,https://www.reuters.com/world/americas/cuba-approves-law-change-that-opens-door-gay-marriage-other-family-rights-2022-07-22/
51,https://news.yahoo.com/how-to-combat-the-forces-that-turn-young-men-into-mass-shooters-200251351.html
52,https://www.reuters.com/lifestyle/sports/devastated-fritz-says-nadal-loss-toughest-his-career-2022-07-06/
53,https://www.reuters.com/world/us/biden-awards-medal-freedom-biles-rapinoe-late-senator-mccain-2022-07-07/
54,https://www.reuters.com/lifestyle/sports/record-holder-van-niekerk-eases-through-400m-heat-us-trio-advance-2022-07-17/
55,https://www.reuters.com/lifestyle/sports/kyrgios-already-champion-familys-eyes-says-brother-2022-07-10/
56,https://www.reuters.com/lifestyle/kenyas-first-female-professional-gamer-fights-define-herself-her-terms-2022-07-22/
57,https://www.reuters.com/lifestyle/sports/we-are-not-cars-stokes-criticises-packed-schedule-2022-07-20/
58,https://www.reuters.com/lifestyle/sports/former-race-director-masi-received-death-threats-after-abu-dhabi-decision-2022-07-31/
59,https://www.reuters.com/world/europe/end-double-standard-approach-refugees-un-expert-urges-poland-2022-07-28/
60,https://boingboing.net/2022/07/14/man-kills-family-after-judge-denies-his-wife-a-protection-order.html
61,https://www.reuters.com/lifestyle/sports/wimbledon-centre-court-set-kyrgios-show-against-nakashima-2022-07-03/
62,https://www.slashfilm.com/933689/best-horror-movies-about-mental-health/
63,https://digg.com/video/john-oliver-breaks-down-everything-wrong-with-the-american-mental-health-system
64,https://marginalrevolution.com/marginalrevolution/2022/07/is-being-bombed-bad-for-your-mental-health.html
65,https://www.sciencedaily.com/releases/2022/07/220726132533.htm
66,https://amp.theguardian.com/uk-news/2022/jul/24/children-could-be-radicalised-over-summer-break-met-police-warn-parents
67,https://amp.theguardian.com/theobserver/commentisfree/2022/jul/24/letters-party-politics-wont-solve-climate-crisis
68,https://amp.theguardian.com/uk-news/2022/jul/30/infected-blood-uk-government-urged-to-compensate-victims-immediately
69,https://amp.theguardian.com/football/2022/jul/31/pep-guardiola-backs-manchester-city-to-be-ready-premier-league-defence
70,https://www.hhs.gov/about/news/2022/07/15/us-transition-988-suicide-crisis-lifeline-begins-saturday.html
71,https://www.androidcentral.com/accessories/otterbox-defender-series-case-for-the-galaxy-tab-s8-and-tab-s7-is-on-sale
72,https://amp.theguardian.com/lifeandstyle/2022/jul/04/the-people-making-a-difference-the-public-health-champion-who-met-his-hero-simon-cowell
73,https://amp.theguardian.com/stage/2022/jul/04/i-didnt-talk-to-my-father-about-my-brothers-suicide-for-30-years-then-a-hidden-story-emerged
74,https://amp.theguardian.com/football/2022/jul/06/northern-ireland-captain-callaghan-euro-2022
75,https://amp.theguardian.com/society/2022/jul/03/gas-blast-house-welsh-family
76,https://www.bbc.co.uk/news/world-europe-62096598
77,https://www.bbc.co.uk/news/world-asia-62106442
78,https://www.entrepreneur.com/article/429439
79,https://www.bbc.co.uk/news/world-asia-62098100
80,https://www.huffpost.com/entry/depression-antidepressants-black-community-stigma_n_62e05bd5e4b06e213fc4a511
81,https://www.cracked.com/article_34499_how-curb-your-enthusiasm-was-used-to-treat-schizophrenia.html
82,https://amp.theguardian.com/society/2022/jul/23/you-cant-bring-my-boy-back-why-are-so-many-uk-prisoners-dying-on-remand
83,https://www.commonsense.news/p/honestly-does-glorifying-sickness
84,https://jayriverlong.substack.com/p/42-against-food
85,https://abcnews.go.com/Politics/sustainable-funding-needed-988-lifeline-number-advocates/story?id=86399620
86,https://boingboing.net/2022/07/16/conspiranoia-music-video-by-primus-makes-fun-of-peoples-paranoia-over-microchips-and-vaccines-as-well-as-flat-earthers.html
87,https://www.cnn.com/2022/07/29/health/meditate-outside-walking-summer-wellness/index.html
88,https://www.thedailybeast.com/why-it-took-grit-and-luck-to-trace-the-parade-massacre-gun-to-robert-bobby-crimo?source=articles&via=rss
89,https://www.buzzfeed.com/jessg/tiktok-trends-people-are-sick-of
90,https://www.npr.org/2022/07/17/1111899284/parkland-florida-shooting-trial-nikolas-cruz-death-penalty-what-to-know
91,https://www.npr.org/2022/07/21/1112214346/american-gun-violence-has-immense-costs-beyond-the-death-toll-new-studies-find
92,https://www.futurity.org/artificial-intelligence-brain-imaging-mental-health-disorders-2772212/
93,https://www.npr.org/2022/07/17/1111899284/parkland-shooting-trial-nikolas-cruz-death-penalty
94,https://www.npr.org/2022/07/30/1114747427/nyc-monkeypox-public-health-emergency
95,https://www.futurity.org/fast-track-intervention-2772732-2/
96,https://www.businessinsider.com/capitol-riot-guy-reffitt-record-longest-january-6-sentence-2022-8
97,https://www.entrepreneur.com/article/429866
98,https://www.bbc.co.uk/news/world-australia-62054522
99,https://www.businessinsider.com/florida-school-district-axes-sex-ed-textbook-tussle-2022-7
