,url
37,https://www.news24.com/news24/SouthAfrica/News/woman-recalls-her-journey-to-the-world-transplant-games-after-kidney-failure-at-13-20220809
38,https://www.news24.com/news24/SouthAfrica/News/life-in-prison-for-gauteng-killers-who-burnt-man-alive-for-attempting-to-steal-tv-20220725
39,https://abcnews.go.com/Health/wireStory/korea-claims-victory-virus-blames-seoul-outbreak-88219052
40,https://abcnews.go.com/Health/wireStory/cdc-drops-quarantine-screening-recommendations-covid-19-88256528
41,https://abcnews.go.com/Health/wireStory/chief-advises-reducing-sex-partners-avoid-monkeypox-87492792
42,https://abcnews.go.com/Health/wireStory/explainer-polio-spreading-york-88304464
43,https://abcnews.go.com/US/wireStory/los-angeles-oks-sweeping-ban-homeless-camps-schools-88164095
44,https://abcnews.go.com/US/wireStory/usda-tougher-salmonella-chicken-products-87736417
45,https://abcnews.go.com/Entertainment/wireStory/titanic-omen-actor-david-warner-dies-80-87370492
46,https://www.bloomberg.com/news/articles/2022-08-10/tibet-builds-more-hospitals-as-china-warns-of-rapid-covid-spread
47,https://abcnews.go.com/Business/wireStory/usda-tougher-salmonella-chicken-products-87736450
48,https://abcnews.go.com/Business/wireStory/grain-ship-dock-ukraine-leave-africa-88287841
49,https://www.news24.com/news24/SouthAfrica/News/they-need-extra-support-university-students-staffs-mental-health-under-spotlight-after-suicides-20220815
50,https://abcnews.go.com/Health/wireStory/california-aims-make-insulin-brand-lower-price-87627372
51,https://abcnews.go.com/Health/wireStory/explainer-spread-monkeypox-stopped-88207943
52,https://www.politico.com/news/magazine/2022/08/14/q-a-with-kim-stanley-robinson-00050340
53,https://abcnews.go.com/Health/wireStory/nkorea-claims-fever-cases-amid-doubts-covid-data-87658407
54,https://abcnews.go.com/US/wireStory/mans-death-police-encounter-leads-5m-settlement-88108142
55,https://abcnews.go.com/US/wireStory/temperatures-hit-triple-digits-northwest-87532158
56,https://abcnews.go.com/US/wireStory/school-shooters-attorneys-drop-contentious-brain-exam-88503711
57,https://abcnews.go.com/US/wireStory/school-shooters-brain-exams-subject-court-hearing-88364913
58,https://abcnews.go.com/Entertainment/wireStory/tony-dow-big-brother-wally-leave-beaver-dies-87511639
59,https://www.politico.com/newsletters/playbook/2022/07/27/trumps-return-to-washington-prompts-choice-for-gop-00048110
60,https://abcnews.go.com/Health/wireStory/monkeypox-virus-entrenched-std-us-87226467
61,https://abcnews.go.com/Health/wireStory/north-korea-pushes-traditional-medicine-fight-covid-19-87351169
62,https://abcnews.go.com/US/wireStory/south-carolina-juvenile-justice-chief-pushes-reforms-87537891
63,https://www.bloomberg.com/news/articles/2022-08-12/grain-ship-to-dock-in-ukraine-leave-for-africa
64,https://www.news24.com/fin24/Economy/just-in-sa-bans-transport-of-cattle-to-curb-foot-and-mouth-disease-outbreak-20220816
65,https://abcnews.go.com/Business/wireStory/california-aims-make-insulin-brand-lower-price-87627502
66,https://www.bloomberg.com/news/features/2022-08-12/the-climate-future-just-changed-eight-predictions-for-2030
67,https://abcnews.go.com/US/wireStory/disqualified-disabilities-railroad-workers-fight-back-88535065
68,https://abcnews.go.com/US/wireStory/disqualified-disabilities-railroad-workers-fight-back-88534710
69,https://abcnews.go.com/US/wireStory/disqualified-disabilities-railroad-workers-fight-back-88534840
70,https://abcnews.go.com/US/wireStory/disqualified-disabilities-railroad-workers-fight-back-88534842
71,https://www.politico.com/newsletters/playbook/2022/08/14/intrigue-grows-around-mar-a-lago-docs-00051605
72,https://www.news24.com/fin24/Economy/how-can-i-get-advice-on-my-medical-scheme-cover-20220730
73,https://www.news24.com/news24/World/News/bidens-covid-19-symptoms-almost-completely-resolved-his-physician-says-20220725
74,https://abcnews.go.com/Business/wireStory/disqualified-disabilities-railroad-workers-fight-back-88534933
75,https://abcnews.go.com/Business/wireStory/disqualified-disabilities-railroad-workers-fight-back-88535229
76,"http://rmb.reuters.com/rmd/rss/item/tag:reuters.com,2022:newsml_KBN2PD0EJ:1?channel=FES376"
77,https://www.politico.com/newsletters/playbook/2022/08/05/gop-budget-nerds-heres-how-to-kill-the-reconciliation-bill-00050030
78,https://abcnews.go.com/Health/wireStory/experts-canadas-euthanasia-laws-threat-disabled-88225264
79,https://www.news24.com/news24/Africa/News/malawis-struggle-with-deadly-witchcraft-violence-20220727
80,https://www.news24.com/news24/World/News/memorial-trees-vandalised-twice-at-former-nazi-camp-20220725
81,https://abcnews.go.com/Health/smoking-vaping-increases-risk-death-covid-study-finds/story?id=87483065
82,https://www.politico.com/news/2022/07/22/dead-bodies-and-dump-sites-draws-doj-probe-of-houston-00047424
83,https://www.reuters.com/lifestyle/sports/wta-roundup-illness-kos-simona-halep-washington-2022-08-04/
84,https://www.politico.com/news/2022/08/11/cdc-covid-testing-schools-00051209
85,https://www.bloomberg.com/news/articles/2022-08-17/covid-s-harmful-effects-on-the-brain-reverberate-years-later
86,https://www.reuters.com/lifestyle/sports/saville-ousts-top-seed-pegula-washington-halep-retires-with-illness-2022-08-04/
87,https://www.reuters.com/business/finance/former-deutsche-bank-co-ceo-anshu-jain-dies-bloomberg-news-2022-08-13/
88,https://www.reuters.com/lifestyle/sports/atp-roundup-taylor-fritz-retires-amid-washington-heat-2022-08-05/
89,https://www.politico.com/news/2022/07/23/iran-russia-ukraine-defense-aspen-00047550
90,https://abcnews.go.com/Health/bidens-covid-symptoms-improved-fever-temperature-now-normal/story?id=87242469
91,https://abcnews.go.com/Health/things-monkeypox-skin-analysis/story?id=87331959
92,https://abcnews.go.com/Health/health-officials-fight-monkeypox-stigma-virus-spreads/story?id=87421126
93,https://www.reuters.com/lifestyle/sports/mccolgan-takes-10000m-gold-complete-family-hat-trick-2022-08-03/
94,https://abcnews.go.com/Health/bidens-covid-symptoms-improved-temperature-now-normal/story?id=87242469
95,https://www.politico.com/news/2022/07/28/biden-enters-the-always-be-closing-phase-of-his-first-term-00048600
96,https://www.politico.com/news/2022/08/04/low-income-countries-aids-covid-malaria-tb-spending-00049684
97,https://www.politico.com/news/2022/07/25/hospitals-staff-shortages-covid-funds-00047539
98,https://abcnews.go.com/Health/covid-19-hair-loss-doctors-influx-patients-symptom/story?id=88550038
99,https://abcnews.go.com/Health/7th-child-us-tests-positive-monkeypox/story?id=88417787
